<PWAVE-TN336_TC49-60--638>
<PWAVE SAMPLE POINT>
Depth In Core=-63.80
Depth In Section=0.00
SBD=0.00
Core ID=TN336_TC49-60
Section Number=cal
Section Length=63.80
Comments=Core TN336_TC49-60 logged at 03:57:27 on 01-29-2016
TOT=0.00
TX Level (Volts)=255
P-Wave Amp Gain=1443.00
Delay=80.00
Gate=52.00
Date=1/29/2016
Time=4:00:11
</PWAVE SAMPLE POINT>
<PWAVE DATA>
Time (탎),Voltage (mV)
102.96,-0.014
103.04,-0.013
103.12,-0.013
103.20,-0.012
103.28,-0.012
103.36,-0.011
103.44,-0.010
103.52,-0.009
103.60,-0.009
103.68,-0.008
103.76,-0.007
103.84,-0.006
103.92,-0.006
104.00,-0.006
104.08,-0.005
104.16,-0.005
104.24,-0.004
104.32,-0.004
104.40,-0.004
104.48,-0.004
104.56,-0.004
104.64,-0.004
104.72,-0.004
104.80,-0.004
104.88,-0.004
104.96,-0.004
105.04,-0.005
105.12,-0.005
105.20,-0.006
105.28,-0.006
105.36,-0.007
105.44,-0.008
105.52,-0.008
105.60,-0.009
105.68,-0.010
105.76,-0.011
105.84,-0.012
105.92,-0.012
106.00,-0.013
106.08,-0.014
106.16,-0.015
106.24,-0.016
106.32,-0.016
106.40,-0.017
106.48,-0.018
106.56,-0.018
106.64,-0.019
106.72,-0.019
106.80,-0.019
106.88,-0.019
106.96,-0.020
107.04,-0.020
107.12,-0.019
107.20,-0.019
107.28,-0.019
107.36,-0.018
107.44,-0.018
107.52,-0.017
107.60,-0.017
107.68,-0.016
107.76,-0.014
107.84,-0.013
107.92,-0.012
108.00,-0.010
108.08,-0.009
108.16,-0.007
108.24,-0.005
108.32,-0.003
108.40,-0.001
108.48,0.001
108.56,0.003
108.64,0.005
108.72,0.007
108.80,0.010
108.88,0.012
108.96,0.014
109.04,0.016
109.12,0.018
109.20,0.020
109.28,0.021
109.36,0.023
109.44,0.024
109.52,0.025
109.60,0.026
109.68,0.026
109.76,0.027
109.84,0.026
109.92,0.026
110.00,0.025
110.08,0.024
110.16,0.023
110.24,0.021
110.32,0.020
110.40,0.017
110.48,0.016
110.56,0.013
110.64,0.011
110.72,0.009
110.80,0.006
110.88,0.004
110.96,0.001
111.04,-0.001
111.12,-0.004
111.20,-0.006
111.28,-0.009
111.36,-0.011
111.44,-0.012
111.52,-0.014
111.60,-0.015
111.68,-0.016
111.76,-0.016
111.84,-0.017
111.92,-0.017
112.00,-0.016
112.08,-0.015
112.16,-0.015
112.24,-0.014
